header,cluster_trace,postal_code,ageb,estado,municipio,colonia,metodo,lat,lon
CEC-19-0972|MEX|ST_1|Cluster_NA|2019/12/04,,.,0900800010527,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-22-8762|MEX|ST_1|Cluster_NA|2022/08/24,,.,090040001034A,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0495|MEX|ST_1|Cluster_NA|2019/10/09,,.,0900700015431,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-9250|MEX|ST_1|Cluster_NA|2022/10/07,,.,0900900290609,Ciudad de Mexico,Iztacalco,Agricola Pantitlan,Distribucion_Colonia,19.409865,-99.0666396
CEC-21-5099|MEX|ST_1|Cluster_NA|2021/10/05,,09170,0901000012358,Ciudad de Mexico,Iztapalapa,La Colmena,Distribucion_Colonia,19.3678062,-99.0010104
CEC-20-2217|MEX|ST_1|Cluster_NA|2020/12/07,,04350,0900500011190,Ciudad de Mexico,Coyoacan,Copilco,Distribucion_Colonia,19.3360586,-99.1770655
CEC-21-3321|MEX|ST_1|Cluster_NA|2021/04/15,,13209,0901400010596,Ciudad de Mexico,Tlahuac,Zapotitlan,Distribucion_Colonia,19.2966699,-99.0342124
CEC-19-0449|MEX|ST_1|Cluster_NA|2019/10/04,,.,0900800010423,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-20-2016|MEX|ST_1|Cluster_NA|2020/11/13,,.,0900500011896,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-21-2993|MEX|ST_1|Cluster_NA|2021/03/18,,.,0900800010387,Ciudad de Mexico,Gustavo A. Madero,Santa Rosa,Distribucion_Colonia,19.4740027,-99.1255168
CEC-21-5017|MEX|ST_1|Cluster_NA|2021/09/27,,.,0901000011114,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-8496|MEX|ST_1|Cluster_NA|2022/08/04,,.,0901000011078,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-5050|MEX|ST_1|Cluster_NA|2021/09/30,,.,0901000011190,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0714|MEX|ST_1|Cluster_NA|2019/11/01,,.,0900800010226,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-22-8724|MEX|ST_1|Cluster_NA|2022/08/22,,.,0901700011026,Ciudad de Mexico,Xochimilco,.,Distribucion_Municipio,,
CEC-22-8767|MEX|ST_1|Cluster_NA|2022/08/25,,.,0901000011631,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0505|MEX|ST_1|Cluster_NA|2019/10/09,,.,0900700012634,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-21-2657|MEX|ST_1|Cluster_NA|2021/02/15,,.,0901000011330,Ciudad de Mexico,Iztapalapa,Leyes de Reforma 3a Seccion,Distribucion_Colonia,19.3775483,-99.0695849
CEC-19-0048|MEX|ST_1|Cluster_NA|2019/07/24,,.,0901200010816,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0474|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901000010188,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-8037|MEX|ST_1|Cluster_NA|2022/06/21,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-19-0831|MEX|ST_1|Cluster_NA|2019/11/15,,.,090150001106A,Ciudad de Mexico,Tlalpan,.,Distribucion_Municipio,,
CEC-19-0104|MEX|ST_1|Cluster_NA|2019/08/23,,.,0900800010508,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-22-8461|MEX|ST_1|Cluster_NA|2022/08/02,,.,0900900010505,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-22-6736|MEX|ST_1|Cluster_NA|2022/03/08,,.,0900700015376,Ciudad de Mexico,Cuauhtemoc,Cuauhtemoc,Distribucion_Colonia,19.4326296,-99.1331785
CEC-19-0075|MEX|ST_1|Cluster_NA|2019/08/21,,.,0901000010277,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0413|MEX|ST_1|Cluster_NA|2019/10/02,,.,0900400010195,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-1007|MEX|ST_1|Cluster_NA|2019/12/09,,.,0900300011181,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-20-1490|MEX|ST_1|Cluster_NA|2020/09/22,,02419,0900300010978,Ciudad de Mexico,Azcapotzalco,Trabajadores de PEMEX,Distribucion_Municipio,,
CEC-19-0322|MEX|ST_1|Cluster_NA|2019/09/18,,.,0901600010711,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-19-0109|MEX|ST_1|Cluster_NA|2019/08/23,,.,0900800010264,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-19-0110|MEX|ST_1|Cluster_NA|2019/08/23,,.,0900700010407,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-1707|MEX|ST_1|Cluster_NA|2020/10/12,,.,090090100,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-19-0390|MEX|ST_1|Cluster_476|2019/09/25,,.,090140001012A,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-22-8112|MEX|ST_1|Cluster_NA|2022/06/29,,02419,0900300011266,Ciudad de Mexico,Azcapotzalco,Trabajadores de PEMEX,Distribucion_Municipio,,
CEC-21-5060|MEX|ST_1|Cluster_NA|2021/10/01,,02109,0900300010357,Ciudad de Mexico,Azcapotzalco,Manuel Rivera Anaya CROC 1,Distribucion_Colonia,19.5102439,-99.193275
CEC-19-0205|MEX|ST_1|Cluster_324|2019/09/06,,.,0901200011034,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-21-4419|MEX|ST_1|Cluster_NA|2021/07/22,,.,0901000010760,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-2408|MEX|ST_1|Cluster_NA|2021/01/19,,.,0900700011301,Ciudad de Mexico,Cuauhtemoc,Roma Sur,Distribucion_Colonia,19.4058335,-99.1633037
CEC-22-7981|MEX|ST_1|Cluster_NA|2022/06/16,,15120,0901600011137,Ciudad de Mexico,Venustiano Carranza,Candelaria de los Patos FOVISSSTE,Distribucion_Municipio,,
CEC-19-0678|MEX|ST_1|Cluster_NA|2019/10/28,,.,0900200010720,Ciudad de Mexico,Alvaro Obregon,.,Distribucion_Municipio,,
CEC-22-8672|MEX|ST_1|Cluster_NA|2022/08/19,,.,0901000010953,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-4439|MEX|ST_1|Cluster_NA|2021/08/03,,.,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-19-0660|MEX|ST_1|Cluster_NA|2019/10/24,,.,0900700013505,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-8062|MEX|ST_1|Cluster_NA|2022/06/23,,09170,0901000012358,Ciudad de Mexico,Iztapalapa,La Colmena,Distribucion_Colonia,19.3678062,-99.0010104
CEC-19-0701|MEX|ST_1|Cluster_NA|2019/10/30,,.,0900700014310,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-8784|MEX|ST_1|Cluster_455|2022/08/29,,04270,0900500013214,Ciudad de Mexico,Coyoacan,Santa Martha del Sur Quetzalcoatl,Distribucion_Colonia,19.3373226,-99.127685
CEC-22-8229|MEX|ST_1|Cluster_NA|2022/07/07,,.,0900700014043,Ciudad de Mexico,Cuauhtemoc,San Rafael,Distribucion_Colonia,19.4379452,-99.1624218
CEC-19-0645|MEX|ST_1|Cluster_NA|2019/10/23,,.,0901600010529,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-20-2056|MEX|ST_1|Cluster_NA|2020/11/18,,.,0900900240581,Ciudad de Mexico,Iztacalco,Granjas Mexico,Distribucion_Colonia,19.4024446,-99.1051396
CEC-19-0732|MEX|ST_1|Cluster_NA|2019/11/06,,.,0900300010056,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-21-2560|MEX|ST_1|Cluster_NA|2021/02/04,,.,0901600010285,Ciudad de Mexico,Venustiano Carranza,10 de Mayo,Distribucion_Colonia,19.4333386,-99.1171923
CEC-19-0854|MEX|ST_1|Cluster_NA|2019/11/20,,.,0901600010425,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-22-8464|MEX|ST_1|Cluster_NA|2022/08/03,,.,0901300010300,Ciudad de Mexico,Milpa Alta,Cruztitla,Distribucion_Colonia,19.2146698,-99.0033347
CEC-22-8245|MEX|ST_1|Cluster_NA|2022/07/07,,.,0901000011788,Ciudad de Mexico,Iztapalapa,Leyes de Reforma 1a Seccion,Distribucion_Colonia,19.3632066,-99.0709442
CEC-22-6637|MEX|ST_1|Cluster_NA|2022/03/01,,.,0900200010326,Ciudad de Mexico,Alvaro Obregon,Bosque,Distribucion_Colonia,19.387914,-99.2245628
CEC-22-7998|MEX|ST_1|Cluster_NA|2022/06/17,,.,090080001018A,Ciudad de Mexico,Gustavo A. Madero,La Pastora,Distribucion_Colonia,19.5239098,-99.1379032
CEC-19-0030|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900800010156,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-20-1486|MEX|ST_1|Cluster_NA|2020/09/21,,15120,0901600010548,Ciudad de Mexico,Venustiano Carranza,Candelaria de los Patos FOVISSSTE,Distribucion_Municipio,,
CEC-22-6909|MEX|ST_1|Cluster_NA|2022/03/24,,07549,090080001018A,Ciudad de Mexico,Gustavo A. Madero,La Esmeralda 2a Seccion,Distribucion_Colonia,19.4824234,-99.0846814
CEC-22-9055|MEX|ST_1|Cluster_NA|2022/09/23,,.,0900500013248,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-19-0464|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901200012367,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0894|MEX|ST_1|Cluster_NA|2019/11/22,,.,0900800010584,Ciudad de Mexico,Gustavo A. Madero,Lindavista Sur,Distribucion_Municipio,,
CEC-21-4159|MEX|ST_1|Cluster_NA|2021/06/30,,.,0900500012396,Ciudad de Mexico,Coyoacan,Pedregal de Santo Domingo,Distribucion_Colonia,19.3271575,-99.1678565
CEC-22-7997|MEX|ST_1|Cluster_NA|2022/06/17,,.,0900500012396,Ciudad de Mexico,Coyoacan,Pedregal de Santo Domingo,Distribucion_Colonia,19.3271575,-99.1678565
CEC-20-1255|MEX|ST_1|Cluster_NA|2020/08/25,,.,0901000010775,Ciudad de Mexico,Iztapalapa,Degollado,Distribucion_Colonia,19.3192634,-99.0423213
CEC-20-1243|MEX|ST_1|Cluster_NA|2020/08/21,,.,0901000010864,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-7456|MEX|ST_1|Cluster_NA|2022/05/10,,04350,0900500011311,Ciudad de Mexico,Coyoacan,Integracion Latinoamericana,Distribucion_Colonia,19.3383767,-99.1790712
CEC-19-0038|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900500010421,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-19-1000|MEX|ST_1|Cluster_NA|2019/12/09,,.,0901600010603,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-20-1506|MEX|ST_1|Cluster_NA|2020/09/23,,.,0901000011858,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1461|MEX|ST_1|Cluster_NA|2020/09/17,,.,0900300010111,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-22-6605|MEX|ST_1|Cluster_NA|2022/02/25,,10100,0901100011484,Ciudad de Mexico,La Magdalena Contreras,Unidad Independencia IMSS,Distribucion_Colonia,19.3337055,-99.2148887
CEC-22-8585|MEX|ST_1|Cluster_NA|2022/08/12,,04350,0900500011311,Ciudad de Mexico,Coyoacan,Integracion Latinoamericana,Distribucion_Colonia,19.3383767,-99.1790712
CEC-21-4335|MEX|ST_1|Cluster_NA|2021/07/16,,.,0901000010648,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-4448|MEX|ST_1|Cluster_NA|2021/08/04,,01048,0900200010805,Ciudad de Mexico,Alvaro Obregon,Las Aguilas,Distribucion_Colonia,19.3450028,-99.232351
CEC-19-0004|MEX|ST_1|Cluster_NA|2019/07/17,,.,0901500011303,Ciudad de Mexico,Tlalpan,.,Distribucion_Municipio,,
CEC-22-7957|MEX|ST_1|Cluster_NA|2022/06/15,,.,0901000010686,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-7464|MEX|ST_1|Cluster_25|2022/05/10,,.,0901400010882,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-22-8727|MEX|ST_1|Cluster_NA|2022/08/22,,.,0901700010155,Ciudad de Mexico,Xochimilco,.,Distribucion_Municipio,,
CEC-22-6398|MEX|ST_1|Cluster_NA|2022/02/08,,.,0901000011171,Ciudad de Mexico,Iztapalapa,Lomas Estrella,Distribucion_Colonia,19.3221728,-99.0956838
CEC-22-6039|MEX|ST_1|Cluster_NA|2022/01/07,,09227,0901000011631,Ciudad de Mexico,Iztapalapa,Cabeza de Juarez,Distribucion_Colonia,19.3830521,-99.0388963
CEC-20-1396|MEX|ST_1|Cluster_NA|2020/09/09,,.,090100001167A,Ciudad de Mexico,Iztapalapa,San Pablo,Distribucion_Colonia,19.332988,-99.0035287
CEC-22-9344|MEX|ST_1|Cluster_NA|2022/10/20,,.,090101326,Ciudad de Mexico,Iztapalapa,San Antonio Culhuacan,Distribucion_Colonia,19.3418641,-99.1128882
CEC-19-0043|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900700015198,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-7421|MEX|ST_1|Cluster_NA|2022/05/09,,.,0901500011515,Ciudad de Mexico,Tlalpan,San Pedro Martir,Distribucion_Colonia,19.2666211,-99.1671911
CEC-21-2946|MEX|ST_1|Cluster_NA|2021/03/12,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-20-1024|MEX|ST_1|Cluster_NA|2020/07/28,,09369,0901000012165,Ciudad de Mexico,Iztapalapa,Alborada,Distribucion_Colonia,19.351082,-99.0495377
CEC-22-9204|MEX|ST_1|Cluster_NA|2022/10/04,,.,0900400010049,Ciudad de Mexico,Benito Juarez_CDMX,Portales Norte,Distribucion_Colonia,19.3691521,-99.1495696
CEC-19-0751|MEX|ST_1|Cluster_NA|2019/11/08,,.,0901200010958,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0808|MEX|ST_1|Cluster_NA|2019/11/13,,.,0900300011497,Ciudad de Mexico,Azcapotzalco,El Rosario,Distribucion_Colonia,19.5041855,-99.200018
CEC-22-8456|MEX|ST_1|Cluster_NA|2022/08/02,,.,090100001231A,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0642|MEX|ST_1|Cluster_NA|2019/10/23,,.,0900700011265,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-6166|MEX|ST_1|Cluster_NA|2022/01/18,,.,0900200010966,Ciudad de Mexico,Alvaro Obregon,El Rodeo,Distribucion_Colonia,19.3803527,-99.2086213
CEC-19-0169|MEX|ST_1|Cluster_198|2019/09/03,198.0,02109,0900300010357,Ciudad de Mexico,Azcapotzalco,Manuel Rivera Anaya CROC 1,Distribucion_Colonia,19.5102439,-99.193275
CEC-19-0976|MEX|ST_1|Cluster_NA|2019/12/04,,.,0900500012381,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-22-6104|MEX|ST_1|Cluster_140|2022/01/13,,04350,0900500011311,Ciudad de Mexico,Coyoacan,Integracion Latinoamericana,Distribucion_Colonia,19.3383767,-99.1790712
CEC-20-1365|MEX|ST_1|Cluster_NA|2020/09/07,,.,0901000011379,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-7518|MEX|ST_1|Cluster_NA|2022/05/16,,01048,0900200010805,Ciudad de Mexico,Alvaro Obregon,Las Aguilas,Distribucion_Colonia,19.3450028,-99.232351
CEC-22-7519|MEX|ST_1|Cluster_NA|2022/05/16,,01048,0900200010805,Ciudad de Mexico,Alvaro Obregon,Las Aguilas,Distribucion_Colonia,19.3450028,-99.232351
CEC-21-4493|MEX|ST_1|Cluster_160|2021/08/06,160.0,09369,0901000012165,Ciudad de Mexico,Iztapalapa,Alborada,Distribucion_Colonia,19.351082,-99.0495377
CEC-19-0494|MEX|ST_1|Cluster_NA|2019/10/09,,.,0900700014791,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-1431|MEX|ST_1|Cluster_NA|2020/09/14,,02110,0900300011622,Ciudad de Mexico,Azcapotzalco,Ecologica Novedades Impacto,Distribucion_Colonia,19.508622,-99.1905604
