header,cluster_trace,postal_code,ageb,estado,municipio,colonia,metodo,lat,lon
CEC-22-8764|MEX|ST_1|Cluster_NA|2022/08/26,,.,0900900290469,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-19-0223|MEX|ST_1|Cluster_NA|2019/09/06,,.,0901000010741,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0796|MEX|ST_1|Cluster_NA|2019/11/13,,.,0901000010756,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1633|MEX|ST_1|Cluster_NA|2020/10/07,,.,0900300010520,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-19-0219|MEX|ST_1|Cluster_NA|2019/09/06,,.,0901000010775,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1408|MEX|ST_1|Cluster_NA|2020/09/10,,.,090100001092A,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1019|MEX|ST_1|Cluster_NA|2020/07/27,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-22-9869|MEX|ST_1|Cluster_NA|2022/12/14,,.,0901100010325,Ciudad de Mexico,La Magdalena Contreras,El Tanque,Distribucion_Colonia,19.3246469,-99.2502854
CEC-19-0163|MEX|ST_1|Cluster_NA|2019/08/30,,.,0901000010968,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1040|MEX|ST_1|Cluster_NA|2020/07/29,,.,0900700010958,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0817|MEX|ST_1|Cluster_NA|2019/11/14,,.,0900300011618,Ciudad de Mexico,Azcapotzalco,Santo Domingo,Distribucion_Colonia,19.4886382,-99.191497
CEC-21-4385|MEX|ST_1|Cluster_NA|2021/07/20,,07329,0900800010029,Ciudad de Mexico,Gustavo A. Madero,Ticoman,Distribucion_Colonia,19.5364806,-99.1413783
CEC-20-1398|MEX|ST_1|Cluster_NA|2020/09/10,,.,0900500012108,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-21-5190|MEX|ST_1|Cluster_NA|2021/10/11,,.,090090115,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-21-4372|MEX|ST_1|Cluster_NA|2021/07/20,,04350,0900500011190,Ciudad de Mexico,Coyoacan,Copilco,Distribucion_Colonia,19.3360586,-99.1770655
CEC-21-5354|MEX|ST_1|Cluster_NA|2021/10/26,,01048,0900200010805,Ciudad de Mexico,Alvaro Obregon,Las Aguilas,Distribucion_Colonia,19.3450028,-99.232351
CEC-21-5893|MEX|ST_1|Cluster_NA|2021/12/10,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-21-3785|MEX|ST_1|Cluster_NA|2021/05/25,,.,0901000011824,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-3149|MEX|ST_1|Cluster_NA|2021/03/29,,13209,0901400010596,Ciudad de Mexico,Tlahuac,Zapotitlan,Distribucion_Colonia,19.2966699,-99.0342124
CEC-19-0458|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901500010803,Ciudad de Mexico,Tlalpan,.,Distribucion_Municipio,,
CEC-22-8562|MEX|ST_1|Cluster_NA|2022/08/11,,.,090120027230A,Ciudad de Mexico,Miguel Hidalgo,Popotla,Distribucion_Colonia,19.4528837,-99.1754969
CEC-21-2700|MEX|ST_1|Cluster_NA|2021/02/18,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-22-7860|MEX|ST_1|Cluster_NA|2022/06/07,,.,0900800010353,Ciudad de Mexico,Gustavo A. Madero,Acueducto de Guadalupe,Distribucion_Colonia,19.4889617,-99.1171639
CEC-19-0487|MEX|ST_1|Cluster_NA|2019/10/09,,.,0901600011368,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-22-9284|MEX|ST_1|Cluster_NA|2022/10/13,,02125,0900300011514,Ciudad de Mexico,Azcapotzalco,San Martin Xochinahuac,Distribucion_Colonia,19.4988067,-99.1921922
CEC-19-0024|MEX|ST_1|Cluster_NA|2019/07/19,,.,0900500010953,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-19-0925|MEX|ST_1|Cluster_NA|2019/11/27,,.,0901000011345,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0072|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900800010349,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-19-0189|MEX|ST_1|Cluster_213|2019/09/04,,.,0901400010168,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-19-0613|MEX|ST_1|Cluster_213|2019/10/18,,.,0901400010971,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-21-4300|MEX|ST_1|Cluster_NA|2021/07/12,,.,0901400010416,Ciudad de Mexico,Tlahuac,Las Arboledas,Distribucion_Colonia,19.3042082,-99.0538879
CEC-21-3229|MEX|ST_1|Cluster_NA|2021/04/09,,04270,0900500013214,Ciudad de Mexico,Coyoacan,Santa Martha del Sur Quetzalcoatl,Distribucion_Colonia,19.3373226,-99.127685
CEC-22-6565|MEX|ST_1|Cluster_205|2022/02/21,,02110,0900300011764,Ciudad de Mexico,Azcapotzalco,San Pablo Xalpa,Distribucion_Colonia,19.5050158,-99.1882611
CEC-19-0630|MEX|ST_1|Cluster_NA|2019/10/23,,.,090070001497A,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-6680|MEX|ST_1|Cluster_NA|2022/03/02,,10730,0901100010378,Ciudad de Mexico,La Magdalena Contreras,Santa Teresa,Distribucion_Colonia,19.3100686,-99.2290272
CEC-19-0629|MEX|ST_1|Cluster_NA|2019/10/23,,.,0900700011104,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-1250|MEX|ST_1|Cluster_NA|2020/08/24,,.,0900700012174,Ciudad de Mexico,Cuauhtemoc,Atlampa,Distribucion_Colonia,19.4567845,-99.1568752
CEC-21-5929|MEX|ST_1|Cluster_NA|2021/12/14,,01048,0900200010805,Ciudad de Mexico,Alvaro Obregon,Las Aguilas,Distribucion_Colonia,19.3450028,-99.232351
CEC-19-0044|MEX|ST_1|Cluster_NA|2019/07/24,,.,0901200010619,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-22-6522|MEX|ST_1|Cluster_NA|2022/02/18,,.,0900700010500,Ciudad de Mexico,Cuauhtemoc,Roma Norte,Distribucion_Colonia,19.4183227,-99.1625655
CEC-22-8038|MEX|ST_1|Cluster_NA|2022/06/22,,.,0901400010882,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-22-7884|MEX|ST_1|Cluster_NA|2022/06/08,,15120,0901600010514,Ciudad de Mexico,Venustiano Carranza,Candelaria de los Patos FOVISSSTE,Distribucion_Municipio,,
CEC-19-0146|MEX|ST_1|Cluster_NA|2019/08/28,,.,090050001060A,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-20-2138|MEX|ST_1|Cluster_NA|2020/11/30,,09160,090100001174A,Ciudad de Mexico,Iztapalapa,Solidaridad,Distribucion_Colonia,19.3727515,-99.0065061
CEC-19-0278|MEX|ST_1|Cluster_NA|2019/09/12,,.,0901200011123,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-20-2014|MEX|ST_1|Cluster_NA|2020/11/13,,.,0901400010990,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-19-0058|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900400010212,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-20-1232|MEX|ST_1|Cluster_NA|2020/08/21,,05249,0900600010024,Ciudad de Mexico,Cuajimalpa de Morelos,Jardines de la Palma,Distribucion_Colonia,19.3707509,-99.281087
CEC-19-0524|MEX|ST_1|Cluster_NA|2019/10/11,,.,0900400010119,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-20-2156|MEX|ST_1|Cluster_NA|2020/11/30,,.,0901700010348,Ciudad de Mexico,Xochimilco,.,Distribucion_Municipio,,
CEC-21-5717|MEX|ST_1|Cluster_NA|2021/11/29,,.,090100001224A,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0974|MEX|ST_1|Cluster_NA|2019/12/04,,.,0900800010565,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-21-5613|MEX|ST_1|Cluster_NA|2021/11/22,,.,0901700011168,Ciudad de Mexico,Xochimilco,Santa Maria Nativitas,Distribucion_Colonia,19.244893,-99.0925368
CEC-19-0999|MEX|ST_1|Cluster_NA|2019/12/09,,.,0900700011246,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-1319|MEX|ST_1|Cluster_NA|2020/09/01,,02109,0900300010357,Ciudad de Mexico,Azcapotzalco,Manuel Rivera Anaya CROC 1,Distribucion_Colonia,19.5102439,-99.193275
CEC-21-4662|MEX|ST_1|Cluster_NA|2021/08/23,,.,0901000012023,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-8104|MEX|ST_1|Cluster_NA|2022/06/28,,09160,090100001174A,Ciudad de Mexico,Iztapalapa,Solidaridad,Distribucion_Colonia,19.3727515,-99.0065061
CEC-19-0885|MEX|ST_1|Cluster_NA|2019/11/22,,.,0901200011458,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0059|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900300010408,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-22-7150|MEX|ST_1|Cluster_NA|2022/04/12,,.,0900700010765,Ciudad de Mexico,Cuauhtemoc,Obrera,Distribucion_Colonia,19.4132002,-99.1440487
CEC-19-0085|MEX|ST_1|Cluster_NA|2019/08/21,,.,0900400010195,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0967|MEX|ST_1|Cluster_NA|2019/12/04,,.,0901200012371,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-20-2034|MEX|ST_1|Cluster_NA|2020/11/18,,.,0901000011472,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-2096|MEX|ST_1|Cluster_NA|2020/11/24,,.,0900900240581,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-19-0981|MEX|ST_1|Cluster_NA|2019/12/04,,.,0900700011706,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-6873|MEX|ST_1|Cluster_NA|2022/03/22,,14335,0901500010540,Ciudad de Mexico,Tlalpan,Villa del Puente,Distribucion_Colonia,19.2961474,-99.1064693
CEC-19-0780|MEX|ST_1|Cluster_NA|2019/11/11,,.,0901500011248,Ciudad de Mexico,Tlalpan,Tlalpan Centro,Distribucion_Colonia,19.2838288,-99.1701115
CEC-22-8426|MEX|ST_1|Cluster_NA|2022/08/01,,.,0901000010987,Ciudad de Mexico,Iztapalapa,Santa Martha Acatitla,Distribucion_Colonia,19.3627604,-99.0112355
CEC-19-0691|MEX|ST_1|Cluster_NA|2019/10/30,,.,090120001159A,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0663|MEX|ST_1|Cluster_NA|2019/10/25,,.,0901200010892,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0882|MEX|ST_1|Cluster_NA|2019/11/22,,.,0900300011798,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-22-7654|MEX|ST_1|Cluster_NA|2022/05/24,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-20-1894|MEX|ST_1|Cluster_NA|2020/10/30,,.,0900500012269,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-19-0397|MEX|ST_1|Cluster_NA|2019/09/27,,.,0900500012362,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-22-8154|MEX|ST_1|Cluster_NA|2022/06/30,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-21-2388|MEX|ST_1|Cluster_NA|2021/01/15,,.,090080001018A,Ciudad de Mexico,Gustavo A. Madero,La Pastora,Distribucion_Colonia,19.5239098,-99.1379032
CEC-19-0129|MEX|ST_1|Cluster_NA|2019/08/28,,.,0900400010227,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0696|MEX|ST_1|Cluster_NA|2019/10/30,,.,0900400010208,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0053|MEX|ST_1|Cluster_NA|2019/07/24,,.,090070001294A,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0687|MEX|ST_1|Cluster_NA|2019/10/30,,.,0901500010358,Ciudad de Mexico,Tlalpan,.,Distribucion_Municipio,,
CEC-22-6429|MEX|ST_1|Cluster_NA|2022/02/10,,.,0900700010500,Ciudad de Mexico,Cuauhtemoc,Roma Norte,Distribucion_Colonia,19.4183227,-99.1625655
CEC-19-0204|MEX|ST_1|Cluster_NA|2019/09/06,,.,0901200011547,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0914|MEX|ST_1|Cluster_NA|2019/11/27,,.,0900700015855,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-1448|MEX|ST_1|Cluster_NA|2020/09/15,,.,0900200010383,Ciudad de Mexico,Alvaro Obregon,Lomas de Guadalupe,Distribucion_Colonia,19.3423868,-99.2436148
CEC-21-3501|MEX|ST_1|Cluster_NA|2021/04/30,,13209,0901400010596,Ciudad de Mexico,Tlahuac,Zapotitlan,Distribucion_Colonia,19.2966699,-99.0342124
CEC-19-0590|MEX|ST_1|Cluster_NA|2019/10/16,,.,0901000011203,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-2595|MEX|ST_1|Cluster_NA|2021/02/08,,09160,090100001174A,Ciudad de Mexico,Iztapalapa,Solidaridad,Distribucion_Colonia,19.3727515,-99.0065061
CEC-20-1999|MEX|ST_1|Cluster_NA|2020/11/11,,.,090080001025A,Ciudad de Mexico,Gustavo A. Madero,San Bartolo Atepehuacan,Distribucion_Colonia,19.4933278,-99.1413426
CEC-19-1032|MEX|ST_1|Cluster_NA|2019/12/11,,.,0900700011509,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-21-5407|MEX|ST_1|Cluster_NA|2021/10/29,,.,0901500010945,Ciudad de Mexico,Tlalpan,La Joya,Distribucion_Colonia,19.2776447,-99.1424798
CEC-19-0076|MEX|ST_1|Cluster_NA|2019/08/21,,.,0901000011843,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0827|MEX|ST_1|Cluster_NA|2019/11/15,,.,090080001032A,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-19-0552|MEX|ST_1|Cluster_NA|2019/10/16,,.,0901000010050,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-5066|MEX|ST_1|Cluster_NA|2021/10/01,,.,0900700014429,Ciudad de Mexico,Cuauhtemoc,Centro (Area 4),Distribucion_Municipio,,
CEC-21-3196|MEX|ST_1|Cluster_NA|2021/04/06,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-19-0564|MEX|ST_1|Cluster_NA|2019/10/16,,.,0900800010029,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-20-1380|MEX|ST_1|Cluster_NA|2020/09/08,,.,090040157,Ciudad de Mexico,Benito Juarez_CDMX,Narvarte Oriente,Distribucion_Colonia,19.3932666,-99.1502584
CEC-19-0795|MEX|ST_1|Cluster_NA|2019/11/13,,.,0900400010104,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-22-8863|MEX|ST_1|Cluster_NA|2022/09/02,,01580,0900200010449,Ciudad de Mexico,Alvaro Obregon,Bosques de Tarango,Distribucion_Municipio,,
CEC-19-0026|MEX|ST_1|Cluster_NA|2019/07/19,,.,090030001008A,Ciudad de Mexico,Azcapotzalco,.,Distribucion_Municipio,,
CEC-19-0187|MEX|ST_1|Cluster_NA|2019/09/04,,.,0901000010597,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1648|MEX|ST_1|Cluster_NA|2020/10/08,,04720,0900500012254,Ciudad de Mexico,Coyoacan,Pedregal del Maurel,Distribucion_Colonia,19.3087764,-99.1753239
CEC-19-0045|MEX|ST_1|Cluster_NA|2019/07/24,,.,0901200011481,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-19-0431|MEX|ST_1|Cluster_NA|2019/10/02,,.,090160001043A,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-19-0477|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901000010489,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0993|MEX|ST_1|Cluster_NA|2019/12/09,,.,0900400010301,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0716|MEX|ST_1|Cluster_NA|2019/11/01,,.,0900400010299,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-20-1406|MEX|ST_1|Cluster_NA|2020/09/10,,.,0901400010740,Ciudad de Mexico,Tlahuac,.,Distribucion_Municipio,,
CEC-19-0023|MEX|ST_1|Cluster_NA|2019/07/19,,.,0900800010033,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-22-6323|MEX|ST_1|Cluster_NA|2022/02/01,,.,0901000011792,Ciudad de Mexico,Iztapalapa,Lomas de Zaragoza,Distribucion_Colonia,19.3584078,-99.0001083
CEC-20-1614|MEX|ST_1|Cluster_NA|2020/10/05,,.,090120001084A,Ciudad de Mexico,Miguel Hidalgo,America,Distribucion_Colonia,19.4037943,-99.2027751
CEC-22-6128|MEX|ST_1|Cluster_NA|2022/01/14,,05349,0900600010109,Ciudad de Mexico,Cuajimalpa de Morelos,Cruz Manca,Distribucion_Colonia,19.3442607,-99.2737787
CEC-22-8851|MEX|ST_1|Cluster_NA|2022/08/31,,.,0901000012216,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0161|MEX|ST_1|Cluster_NA|2019/08/30,,.,0900700012070,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-7298|MEX|ST_1|Cluster_NA|2022/04/27,,.,0900200010203,Ciudad de Mexico,Alvaro Obregon,Lomas de Becerra,Distribucion_Colonia,19.384865,-99.2010713
CEC-19-0606|MEX|ST_1|Cluster_NA|2019/10/18,,.,090070001209A,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0789|MEX|ST_1|Cluster_NA|2019/11/13,,.,0900700012102,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-8458|MEX|ST_1|Cluster_NA|2022/08/03,,.,0900500012663,Ciudad de Mexico,Coyoacan,San Francisco Culhuacan Barrio de La Magdalena,Distribucion_Municipio,,
CEC-19-0342|MEX|ST_1|Cluster_NA|2019/09/20,,.,0900700010074,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-20-2020|MEX|ST_1|Cluster_NA|2020/11/13,,.,0901000011453,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-5434|MEX|ST_1|Cluster_NA|2021/11/03,,.,0901200010816,Ciudad de Mexico,Miguel Hidalgo,San Miguel Chapultepec I Seccion,Distribucion_Colonia,19.411038,-99.1857782
CEC-22-8288|MEX|ST_1|Cluster_NA|2022/07/12,,09857,0901000011133,Ciudad de Mexico,Iztapalapa,San Francisco INFONAVIT,Distribucion_Colonia,19.3399289,-99.0828504
CEC-21-4806|MEX|ST_1|Cluster_NA|2021/09/08,,.,090101326,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-1008|MEX|ST_1|Cluster_NA|2019/12/09,,.,0900500010281,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-22-5994|MEX|ST_1|Cluster_NA|2022/01/04,,.,0900700013717,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0917|MEX|ST_1|Cluster_NA|2019/11/27,,.,0900800010550,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-21-3643|MEX|ST_1|Cluster_NA|2021/05/14,,02450,0900300011020,Ciudad de Mexico,Azcapotzalco,Miguel Hidalgo,Distribucion_Colonia,19.4937154,-99.1988243
CEC-19-0459|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901200012441,Ciudad de Mexico,Miguel Hidalgo,.,Distribucion_Municipio,,
CEC-21-4306|MEX|ST_1|Cluster_NA|2021/07/14,,.,0901000012199,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0476|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901000012269,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0931|MEX|ST_1|Cluster_NA|2019/11/27,,.,090160001050A,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-21-2958|MEX|ST_1|Cluster_NA|2021/03/16,,04350,0900500011311,Ciudad de Mexico,Coyoacan,Integracion Latinoamericana,Distribucion_Colonia,19.3383767,-99.1790712
CEC-20-2203|MEX|ST_1|Cluster_NA|2020/12/04,,14130,0901500010714,Ciudad de Mexico,Tlalpan,"Lic. Emilio Portes Gil ""PEMEX""",Distribucion_Municipio,,
CEC-19-0815|MEX|ST_1|Cluster_NA|2019/11/13,,.,0901000011684,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-8162|MEX|ST_1|Cluster_84|2022/07/01,,.,0901100010344,Ciudad de Mexico,La Magdalena Contreras,Las Cruces,Distribucion_Colonia,19.3198351,-99.254654
CEC-19-0496|MEX|ST_1|Cluster_NA|2019/10/09,,.,0900700010816,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0426|MEX|ST_1|Cluster_NA|2019/10/02,,.,0900700010820,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0975|MEX|ST_1|Cluster_NA|2019/12/04,,.,0900400010072,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-22-7514|MEX|ST_1|Cluster_NA|2022/05/16,,02125,0900300011514,Ciudad de Mexico,Azcapotzalco,San Martin Xochinahuac,Distribucion_Colonia,19.4988067,-99.1921922
CEC-19-0088|MEX|ST_1|Cluster_NA|2019/08/21,,.,0900900290473,Ciudad de Mexico,Iztacalco,.,Distribucion_Municipio,,
CEC-19-0727|MEX|ST_1|Cluster_NA|2019/11/06,,.,0901600010590,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-20-1883|MEX|ST_1|Cluster_NA|2020/10/29,,15940,0901600010374,Ciudad de Mexico,Venustiano Carranza,Morelos,Distribucion_Colonia,19.4396722,-99.1181152
CEC-22-9790|MEX|ST_1|Cluster_NA|2022/12/06,,.,0901000012201,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1951|MEX|ST_1|Cluster_NA|2020/11/05,,.,0901000011222,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1773|MEX|ST_1|Cluster_NA|2020/10/20,,.,0900600010221,Ciudad de Mexico,Cuajimalpa de Morelos,San Mateo Tlaltenango,Distribucion_Colonia,19.3419761,-99.2797931
CEC-19-0755|MEX|ST_1|Cluster_NA|2019/11/08,,.,0900400010212,Ciudad de Mexico,Benito Juarez_CDMX,.,Distribucion_Municipio,,
CEC-19-0756|MEX|ST_1|Cluster_NA|2019/11/08,,.,0900800010495,Ciudad de Mexico,Gustavo A. Madero,.,Distribucion_Municipio,,
CEC-21-3500|MEX|ST_1|Cluster_NA|2021/04/29,,.,0901000010991,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0056|MEX|ST_1|Cluster_NA|2019/07/24,,.,0900700011443,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0475|MEX|ST_1|Cluster_NA|2019/10/07,,.,0901600011160,Ciudad de Mexico,Venustiano Carranza,.,Distribucion_Municipio,,
CEC-19-0101|MEX|ST_1|Cluster_NA|2019/08/23,,.,0901000012042,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-4813|MEX|ST_1|Cluster_NA|2021/09/13,,.,0901000010718,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-20-1987|MEX|ST_1|Cluster_NA|2020/11/11,,.,0901000011951,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0010|MEX|ST_1|Cluster_NA|2019/07/17,,.,0900500011307,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-22-9641|MEX|ST_1|Cluster_NA|2022/11/22,,.,0901000011044,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-21-3007|MEX|ST_1|Cluster_NA|2021/03/18,,09577,0901000010205,Ciudad de Mexico,Iztapalapa,Fuerte de Loreto,Distribucion_Colonia,19.3669452,-99.0303471
CEC-19-0946|MEX|ST_1|Cluster_NA|2019/11/29,,.,090070001351A,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0887|MEX|ST_1|Cluster_NA|2019/11/22,,.,0900700013558,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-22-7576|MEX|ST_1|Cluster_NA|2022/05/18,,07329,0900800010029,Ciudad de Mexico,Gustavo A. Madero,Ticoman,Distribucion_Colonia,19.5364806,-99.1413783
CEC-19-0659|MEX|ST_1|Cluster_NA|2019/10/23,,.,0900500013074,Ciudad de Mexico,Coyoacan,.,Distribucion_Municipio,,
CEC-20-1364|MEX|ST_1|Cluster_NA|2020/09/07,,.,0901000010845,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-7876|MEX|ST_1|Cluster_NA|2022/06/07,,.,090100001128A,Ciudad de Mexico,Iztapalapa,Xalpa,Distribucion_Colonia,19.3361405,-99.0188572
CEC-20-2018|MEX|ST_1|Cluster_NA|2020/11/13,,.,0901000010722,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-19-0554|MEX|ST_1|Cluster_NA|2019/10/16,,.,090070001426A,Ciudad de Mexico,Cuauhtemoc,.,Distribucion_Municipio,,
CEC-19-0406|MEX|ST_1|Cluster_NA|2019/09/27,,.,0901000012362,Ciudad de Mexico,Iztapalapa,.,Distribucion_Municipio,,
CEC-22-9313|MEX|ST_1|Cluster_NA|2022/10/17,,02450,0900300011020,Ciudad de Mexico,Azcapotzalco,Miguel Hidalgo,Distribucion_Colonia,19.4937154,-99.1988243
